Geography,Category,Brand Name,Company Name (GBO),Data Type,Unit,2019,2020,2021,2022,2023
Germany,Mobile Phones,Acer (Acer Inc),Acer Inc,Retail Volume,000 units,150.6,145.9,103.8,102.2,75.7
Germany,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,2502.5,2350,832.3,499.4,64.7
Germany,Mobile Phones,Oppo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,229,471.7,896.2,39.7
Germany,Mobile Phones,Blackberry (BlackBerry Ltd),BlackBerry Ltd,Retail Volume,000 units,85.8,82.1,56.4,55.5,29.8
Germany,Mobile Phones,Others,Others,Retail Volume,000 units,1255.6,895.2,1185.3,1111,1297.3
Germany,Mobile Phones,Total,Total,Retail Volume,000 units,23810.7,23919.1,23429.6,22664.4,20374.3
Germany,Retail,Others,Others,Retail Value RSP excl Sales Tax,EUR million,187341.5,183624.2,189657,192780.1,191736.7
Germany,Retail,Total,Total,Retail Value RSP excl Sales Tax,EUR million,519459.6,539911.1,555635.2,576298.6,594526.1
Germany,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,EUR million,162471.2,158330.5,162670.2,166471.1,167021.2
Germany,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,EUR million,455196.2,461813.1,463237.5,487068.6,505616.1
Germany,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,EUR million,114834.5,112564.7,116113.7,117949.7,116999.1
Germany,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,EUR million,224673.5,215783.2,215511.7,226909.9,228824.1
Germany,Appliances and Electronics Specialists,The Phone House (Dixons Carphone Plc),Dixons Carphone Plc,Retail Value RSP excl Sales Tax,EUR million,-,-,-,-,-
Germany,Appliances and Electronics Specialists,The Phone House (Drillisch AG),Drillisch AG,Retail Value RSP excl Sales Tax,EUR million,-,-,-,-,-
Germany,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,EUR million,3250.3,3274.6,4422.1,4735.3,4257.7
Germany,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,EUR million,21513.5,20433.2,19799.2,21678,21464
Germany,Retail E-Commerce,Medion (Lenovo Group Ltd),Lenovo Group Ltd,Retail Value RSP excl Sales Tax,EUR million,126.9,159.3,147.5,141.9,139.9
Germany,Retail E-Commerce,Samsung (Samsung Corp),Samsung Corp,Retail Value RSP excl Sales Tax,EUR million,76.9,97.8,110.9,112.2,115.8
Germany,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,EUR million,9098.5,8239.8,8325.8,7409.8,5473.9
Germany,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,EUR million,64263.4,78098,92397.7,89230,88910
Greece,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,626.1,594.1,747.7,703.3,632.5
Greece,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,340,531.1,684.2,701.5,622.3
Greece,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,140,136.8,191.7,245.2,281
Greece,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,257,187.4,150.3,119.4,110
Greece,Mobile Phones,TCL (TCL Corp),TCL Corp,Retail Volume,000 units,-,1.8,47.9,56.4,71.4
Greece,Mobile Phones,Alcatel (TCL Corp),TCL Corp,Retail Volume,000 units,210.9,163.9,130.8,101.1,67.3
Greece,Mobile Phones,Realme (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,30,57.5,47,61.2
Greece,Mobile Phones,OnePlus (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,-,32,31.9,59.2
Greece,Mobile Phones,Oppo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,11,10.1,11.4,10.2,40.8
Greece,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,458,306,59.4,33.8,30.6
Greece,Mobile Phones,Vivo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,9.4,10.6,12,11.9,15.7
Greece,Mobile Phones,Meizu (Meizu Telecom Equipment Co Ltd),Meizu Telecom Equipment Co Ltd,Retail Volume,000 units,6,6.1,9,11.3,11.2
Greece,Mobile Phones,Honor (Shenzhen Zhixin New Information Technology Co Ltd),Shenzhen Zhixin New Information Technology Co Ltd,Retail Volume,000 units,-,63,16,3.8,3.4
Greece,Mobile Phones,Panasonic (Panasonic Corp),Panasonic Corp,Retail Volume,000 units,6.2,4.4,3.4,3,2.5
Greece,Mobile Phones,Asus (AsusTek Computer Inc),AsusTek Computer Inc,Retail Volume,000 units,-,-,-,-,-
Greece,Mobile Phones,BenQ (BenQ Corp),BenQ Corp,Retail Volume,000 units,-,-,-,-,-
Greece,Mobile Phones,Honor (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,80,-,-,-,-
Greece,Mobile Phones,HTC (HTC Corp),HTC Corp,Retail Volume,000 units,1.8,0.6,0.4,-,-
Greece,Mobile Phones,Lenovo (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,58,20.6,6.8,-,-
Greece,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,20,5.3,0.2,-,-
Greece,Mobile Phones,MLS (MLS Multimedia SA),MLS Multimedia SA,Retail Volume,000 units,140,36,6,-,-
Greece,Mobile Phones,Motorola (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,5,0.4,0.2,-,-
Greece,Mobile Phones,Sony (Sony Corp),Sony Corp,Retail Volume,000 units,8,6,1.8,-,-
Greece,Mobile Phones,Turbo-X (Plaisio Computers SA),Plaisio Computers SA,Retail Volume,000 units,0.9,0.4,0.1,-,-
Greece,Mobile Phones,Vodafone (Vodafone Group Plc),Vodafone Group Plc,Retail Volume,000 units,1.1,-,-,-,-
Greece,Mobile Phones,ZTE (ZTE Corp),ZTE Corp,Retail Volume,000 units,4.5,0.9,0,-,-
Greece,Mobile Phones,Others,Others,Retail Volume,000 units,52.7,42.7,34.2,28.1,215.7
Greece,Mobile Phones,Total,Total,Retail Volume,000 units,2436.6,2158.2,2203.2,2107.9,2224.9
Greece,Retail,Others,Others,Retail Value RSP excl Sales Tax,EUR million,23256.4,20686.7,21585.2,23153.3,24533.2
Greece,Retail,Total,Total,Retail Value RSP excl Sales Tax,EUR million,40062.7,38062.5,40447.4,44011.9,47398.9
Greece,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,EUR million,21437.8,18491.9,19130,20527.4,21800.6
Greece,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,EUR million,37285.7,34481.1,36326.2,39208.6,42335.9
Greece,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,EUR million,13423.7,10742.7,11474.5,12583.6,13554.7
Greece,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,EUR million,18404.3,14431.3,15908.7,17631.4,19050
Greece,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,EUR million,482.3,323.2,387.9,502,642.2
Greece,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,EUR million,1815,1446,1638.1,1834.7,2015
Greece,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,EUR million,1716,2043.8,2301.8,2453.3,2556.5
Greece,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,EUR million,2777,3581.4,4121.2,4803.4,5063
Italy,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,7175,6652.6,6236.7,5275.6,4382.3
Italy,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,524,1860.7,4569.5,3963.2,3685.7
Italy,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,2154.8,2001.3,1924.1,2168.8,2070.1
Italy,Mobile Phones,Oppo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,172.4,291.9,1872.5,1765.9,1677.6
Italy,Mobile Phones,Realme (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,60.2,1256.6,1238.4,1188.9
Italy,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,7214.3,6509.9,837,641.5,545.3
Italy,Mobile Phones,OnePlus (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,468.8,428,548.7,525.6,504.6
Italy,Mobile Phones,Wiko (Tinno Mobile Technology Corp),Tinno Mobile Technology Corp,Retail Volume,000 units,1073.1,1043.1,723.3,448.4,327.3
Italy,Mobile Phones,Honor (Shenzhen Zhixin New Information Technology Co Ltd),Shenzhen Zhixin New Information Technology Co Ltd,Retail Volume,000 units,-,686.1,340.5,318.4,302.5
Italy,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,757.3,651.3,503.6,339,246.9
Italy,Mobile Phones,Alcatel (TCL Corp),TCL Corp,Retail Volume,000 units,279,282.4,290.2,246.8,207
Italy,Mobile Phones,Lenovo (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,219,167.9,147.3,139.4,129.6
Italy,Mobile Phones,Asus (AsusTek Computer Inc),AsusTek Computer Inc,Retail Volume,000 units,181.4,121.6,106.5,100.6,95.6
Italy,Mobile Phones,Motorola (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,142.3,109.1,111.6,98.8,92.9
Italy,Mobile Phones,HTC (HTC Corp),HTC Corp,Retail Volume,000 units,86.3,70.3,54.7,40.7,33.3
Italy,Mobile Phones,ZTE (ZTE Corp),ZTE Corp,Retail Volume,000 units,56.4,44.8,40,33.9,30.2
Italy,Mobile Phones,Sony (Sony Corp),Sony Corp,Retail Volume,000 units,102,51.5,33,27.1,23.6
Italy,Mobile Phones,Vivo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,2,22.1,18.1,16.9
Italy,Mobile Phones,Haier (Haier Group),Haier Group,Retail Volume,000 units,12.4,5.7,1.8,0.4,0
Italy,Mobile Phones,Blackberry (BlackBerry Ltd),BlackBerry Ltd,Retail Volume,000 units,15.8,4.6,0.9,-,-
Italy,Mobile Phones,Honor (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,746.7,-,-,-,-
Italy,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,862,469.8,192.6,-,-
Italy,Mobile Phones,Others,Others,Retail Volume,000 units,387,820.9,1272.7,2273.8,2163.3
Italy,Mobile Phones,Total,Total,Retail Volume,000 units,22630.1,22335.6,21086.2,19664.4,17723.7
Italy,Retail,Others,Others,Retail Value RSP excl Sales Tax,EUR million,155596,148758.3,158355.8,163792.7,167428.4
Italy,Retail,Total,Total,Retail Value RSP excl Sales Tax,EUR million,286727,283577.8,305452.1,322789,329603.8
Italy,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,EUR million,148783.3,140222.6,149284.2,153162.8,156149.6
Italy,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,EUR million,267474.8,259008.5,276703.4,290677.2,296589.5
Italy,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,EUR million,87395.7,77114.5,85845.2,89016.2,92916.8
Italy,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,EUR million,126301.8,109847.9,122366.1,129886.7,134232.5
Italy,Appliances and Electronics Specialists,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Value RSP excl Sales Tax,EUR million,10.8,24.3,31.6,27.6,24.8
Italy,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,EUR million,3154.7,3253.8,4185.9,3820,3720.8
Italy,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,EUR million,10255.1,9146.7,10541.7,10457.3,10168.1
Italy,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,EUR million,4340.4,5650.7,5980.8,7211.7,7790.1
Italy,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,EUR million,19252.2,24569.3,28748.7,32111.8,33014.3
Netherlands,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,1469.8,1601.7,1753.7,1558.6,1503.5
Netherlands,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,1856.7,1643,1771.4,1555.6,1318.6
Netherlands,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,432.2,363.2,330.3,261.3,196
Netherlands,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,46.3,73.3,83.7,123.8,149.4
Netherlands,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,615.2,451.2,334.5,164.6,133.6
Netherlands,Mobile Phones,Oppo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,47,76.5,105.3,100.7,100.1
Netherlands,Mobile Phones,OnePlus (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,42.3,55.4,73.2,69.7,68.6
Netherlands,Mobile Phones,Motorola (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,42.3,66.2,69.6,55.1,38.7
Netherlands,Mobile Phones,Sony (Sony Corp),Sony Corp,Retail Volume,000 units,56.4,60.3,59.5,41.8,32.1
Netherlands,Mobile Phones,HTC (HTC Corp),HTC Corp,Retail Volume,000 units,64.4,48.3,47.6,32.9,22.8
Netherlands,Mobile Phones,ZTE (ZTE Corp),ZTE Corp,Retail Volume,000 units,25.5,22.6,24.5,22.1,14.4
Netherlands,Mobile Phones,Acer (Acer Inc),Acer Inc,Retail Volume,000 units,98.4,87.6,82.3,-,-
Netherlands,Mobile Phones,Asus (AsusTek Computer Inc),AsusTek Computer Inc,Retail Volume,000 units,8.6,7,6.4,-,-
Netherlands,Mobile Phones,Blackberry (BlackBerry Ltd),BlackBerry Ltd,Retail Volume,000 units,-,-,-,-,-
Netherlands,Mobile Phones,Lenovo (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,7,4.5,3.7,-,-
Netherlands,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,184.2,152.7,59.9,17.4,-
Netherlands,Mobile Phones,Lumia (Microsoft Corp),Microsoft Corp,Retail Volume,000 units,1.2,0.1,0,-,-
Netherlands,Mobile Phones,Others,Others,Retail Volume,000 units,183.9,155,87.4,113.9,116.7
Netherlands,Mobile Phones,Total,Total,Retail Volume,000 units,5181.4,4868.7,4893.1,4117.8,3694.6
Netherlands,Retail,Vodafone (Vodafone Group Plc),Vodafone Group Plc,Retail Value RSP excl Sales Tax,EUR million,142.3,126,113.9,118.8,111
Netherlands,Retail,Others,Others,Retail Value RSP excl Sales Tax,EUR million,33015.9,33835.2,34174.1,35845.4,36617.8
Netherlands,Retail,Total,Total,Retail Value RSP excl Sales Tax,EUR million,107074.6,116682.5,121852.8,126989.4,130229.5
Netherlands,Retail Offline,Vodafone (Vodafone Group Plc),Vodafone Group Plc,Retail Value RSP excl Sales Tax,EUR million,142.3,126,113.9,118.8,111
Netherlands,Retail Offline,The Phone House (Dixons Carphone Plc),Dixons Carphone Plc,Retail Value RSP excl Sales Tax,EUR million,-,-,-,-,-
Netherlands,Retail Offline,The Phone House (Relevant Holdings BV),Relevant Holdings BV,Retail Value RSP excl Sales Tax,EUR million,-,-,-,-,-
Netherlands,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,EUR million,27808.7,27264.1,28342.8,30005.1,30603.1
Netherlands,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,EUR million,91817.1,94812.8,97102.9,102788.1,104992.5
Netherlands,Non-Grocery Retailers,Vodafone (Vodafone Group Plc),Vodafone Group Plc,Retail Value RSP excl Sales Tax,EUR million,142.3,126,113.9,118.8,111
Netherlands,Non-Grocery Retailers,The Phone House (Dixons Carphone Plc),Dixons Carphone Plc,Retail Value RSP excl Sales Tax,EUR million,-,-,-,-,-
Netherlands,Non-Grocery Retailers,The Phone House (Relevant Holdings BV),Relevant Holdings BV,Retail Value RSP excl Sales Tax,EUR million,-,-,-,-,-
Netherlands,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,EUR million,18706,18059.8,19545.9,21085,21583.3
Netherlands,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,EUR million,44399.2,42781.2,45205.9,48625.9,49140.9
Netherlands,Appliances and Electronics Specialists,Vodafone (Vodafone Group Plc),Vodafone Group Plc,Retail Value RSP excl Sales Tax,EUR million,142.3,126,113.9,118.8,111
Netherlands,Appliances and Electronics Specialists,The Phone House (Dixons Carphone Plc),Dixons Carphone Plc,Retail Value RSP excl Sales Tax,EUR million,-,-,-,-,-
Netherlands,Appliances and Electronics Specialists,The Phone House (Relevant Holdings BV),Relevant Holdings BV,Retail Value RSP excl Sales Tax,EUR million,-,-,-,-,-
Netherlands,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,EUR million,675.2,487.4,602.1,642.3,651
Netherlands,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,EUR million,3495.1,3480.4,3523.5,3758.8,3635.8
Netherlands,Retail E-Commerce,The Phone House (Relevant Holdings BV),Relevant Holdings BV,Retail Value RSP excl Sales Tax,EUR million,26.5,28.4,26.5,23.3,19.2
Netherlands,Retail E-Commerce,The Phone House (Dixons Carphone Plc),Dixons Carphone Plc,Retail Value RSP excl Sales Tax,EUR million,-,-,-,-,-
Netherlands,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,EUR million,3419.5,4778.3,3863,3795.1,3920.1
Netherlands,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,EUR million,15257.5,21869.6,24749.9,24201.3,25237
Norway,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,724.4,709.4,813.2,659.6,573.6
Norway,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,479.1,428.1,444.3,428.5,382.4
Norway,Mobile Phones,Google Pixel (Alphabet Inc),Alphabet Inc,Retail Volume,000 units,-,-,-,50.8,99.8
Norway,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,13.6,73.3,102.2,81.4,65.1
Norway,Mobile Phones,OnePlus (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,17,32.6,55.4,54.9,49.6
Norway,Mobile Phones,Asus (AsusTek Computer Inc),AsusTek Computer Inc,Retail Volume,000 units,15.8,10.1,4.8,4.1,3
Norway,Mobile Phones,Doro (DORO AB),DORO AB,Retail Volume,000 units,26,18.2,12.4,5.8,2.6
Norway,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,25.8,9.2,3.5,2.5,1.8
Norway,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,272,177.6,63.4,45.3,1.2
Norway,Mobile Phones,Sony (Sony Corp),Sony Corp,Retail Volume,000 units,18,7,6,1.5,1.2
Norway,Mobile Phones,Alcatel (TCL Corp),TCL Corp,Retail Volume,000 units,-,5.2,4.1,1.8,0.4
Norway,Mobile Phones,emporia (Emporia Telecom GmbH & Co KG),Emporia Telecom GmbH & Co KG,Retail Volume,000 units,0.5,0.3,0.1,0.3,0.2
Norway,Mobile Phones,Lenovo (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,8,1.6,1.7,0.8,0.1
Norway,Mobile Phones,HTC (HTC Corp),HTC Corp,Retail Volume,000 units,31,25.2,3,-,-
Norway,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,25,8.1,2.4,-,-
Norway,Mobile Phones,Lumia (Microsoft Corp),Microsoft Corp,Retail Volume,000 units,-,-,-,-,-
Norway,Mobile Phones,ZTE (ZTE Corp),ZTE Corp,Retail Volume,000 units,1,0.5,0.2,-,-
Norway,Mobile Phones,Others,Others,Retail Volume,000 units,91.9,124.5,22.5,28.8,19
Norway,Mobile Phones,Total,Total,Retail Volume,000 units,1749,1631,1539,1366,1199.9
Norway,Retail,Others,Others,Retail Value RSP excl Sales Tax,NOK million,89866.6,95731.6,103688.8,105740.3,116850.3
Norway,Retail,Total,Total,Retail Value RSP excl Sales Tax,NOK million,441844.4,503910.3,533273.3,537801.8,573378.3
Norway,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,NOK million,60104,59680.7,60388.2,60405.7,66619.9
Norway,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,NOK million,397145.1,442328.1,459904.2,460758.4,487896.1
Norway,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,NOK million,49712.4,49350.6,49819.1,49316,55175.1
Norway,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,NOK million,186578.8,197133.5,215367.9,218250,231938.1
Norway,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,NOK million,2940,2947.4,2917.8,3328.4,3843.9
Norway,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,NOK million,17504.2,18594.5,18693.2,18631.6,20067.9
Norway,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,NOK million,16021.3,22735.4,29092.3,30399.9,34542.6
Norway,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,NOK million,44699.3,61582.3,73369.1,77043.5,85482.2
Portugal,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,822.3,726.2,953.9,852.7,793.1
Portugal,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,120.3,0.5,549.9,611.6,589.7
Portugal,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,311.8,364.6,383.6,417.9,475
Portugal,Mobile Phones,Oppo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,25.1,235.9,207.2,192.7
Portugal,Mobile Phones,Alcatel (TCL Corp),TCL Corp,Retail Volume,000 units,267.7,112.6,346.2,227.5,174.8
Portugal,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,215.1,185.6,156.5,133.4,107.7
Portugal,Mobile Phones,SPC (SPC Group),SPC Group,Retail Volume,000 units,18.2,21.9,31.2,41.5,56.1
Portugal,Mobile Phones,ZTC (ZTC Produtos de Telecomunicações Lda),ZTC Produtos de Telecomunicações Lda,Retail Volume,000 units,64.1,14.1,53.2,46,36.3
Portugal,Mobile Phones,Realme (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,38,46.4,29.1,24
Portugal,Mobile Phones,OnePlus (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,19.1,22.8,19.7,17.8
Portugal,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,750.6,0.2,57.6,19.7,12.8
Portugal,Mobile Phones,Motorola (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,40.9,0.7,15.5,12.1,12.1
Portugal,Mobile Phones,ZTE (ZTE Corp),ZTE Corp,Retail Volume,000 units,25.9,4.1,20.9,17.5,11.2
Portugal,Mobile Phones,Vivo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,-,-,7.6,7.8
Portugal,Mobile Phones,Hisense (Hisense Group),Hisense Group,Retail Volume,000 units,10.2,-,10.7,7.9,5
Portugal,Mobile Phones,Asus (AsusTek Computer Inc),AsusTek Computer Inc,Retail Volume,000 units,22.5,0.1,6.4,5.7,3.6
Portugal,Mobile Phones,Honor (Shenzhen Zhixin New Information Technology Co Ltd),Shenzhen Zhixin New Information Technology Co Ltd,Retail Volume,000 units,-,-,-,-,2.9
Portugal,Mobile Phones,BenQ (BenQ Corp),BenQ Corp,Retail Volume,000 units,1.3,20.3,-,-,-
Portugal,Mobile Phones,Blackberry (BlackBerry Ltd),BlackBerry Ltd,Retail Volume,000 units,4,0.3,0.8,-,-
Portugal,Mobile Phones,Google Pixel (Alphabet Inc),Alphabet Inc,Retail Volume,000 units,-,-,-,-,-
Portugal,Mobile Phones,HTC (HTC Corp),HTC Corp,Retail Volume,000 units,14.4,-,1.9,0.5,-
Portugal,Mobile Phones,LAIQ (Sdt - Electrónica SA),Sdt - Electrónica SA,Retail Volume,000 units,17.9,8,2.7,-,-
Portugal,Mobile Phones,Lenovo (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,5.6,0.9,-,-,-
Portugal,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,12.8,10.4,4,-,-
Portugal,Mobile Phones,Lumia (Microsoft Corp),Microsoft Corp,Retail Volume,000 units,-,-,-,-,-
Portugal,Mobile Phones,Sony (Sony Corp),Sony Corp,Retail Volume,000 units,8.6,0.4,4.3,12.8,-
Portugal,Mobile Phones,Wiko (Tinno Mobile Technology Corp),Tinno Mobile Technology Corp,Retail Volume,000 units,90.9,12.5,38.3,22.3,-
Portugal,Mobile Phones,Others,Others,Retail Volume,000 units,306.9,1317.2,91.6,81.3,113.5
Portugal,Mobile Phones,Total,Total,Retail Volume,000 units,3132.2,2883,3034.3,2774.3,2636.1
Portugal,Retail,The Phone House (Digital Place - Comunicações e Serviços Digitais SA),Digital Place - Comunicações e Serviços Digitais SA,Retail Value RSP excl Sales Tax,EUR million,55.7,21.2,-,-,-
Portugal,Retail,The Phone House (Dixons Carphone Plc),Dixons Carphone Plc,Retail Value RSP excl Sales Tax,EUR million,-,-,-,-,-
Portugal,Retail,Others,Others,Retail Value RSP excl Sales Tax,EUR million,23473.7,22214.1,23407,26441.5,27943.6
Portugal,Retail,Total,Total,Retail Value RSP excl Sales Tax,EUR million,45060.1,44691.5,47465.5,53843.3,57856.8
Portugal,Retail Offline,The Phone House (Digital Place - Comunicações e Serviços Digitais SA),Digital Place - Comunicações e Serviços Digitais SA,Retail Value RSP excl Sales Tax,EUR million,55.7,21.2,-,-,-
Portugal,Retail Offline,The Phone House (Dixons Carphone Plc),Dixons Carphone Plc,Retail Value RSP excl Sales Tax,EUR million,-,-,-,-,-
Portugal,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,EUR million,22407.7,20739.2,21764.6,24719.6,26159.6
Portugal,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,EUR million,42830.5,41428,43496.4,49563.6,53494.3
Portugal,Non-Grocery Retailers,The Phone House (Digital Place - Comunicações e Serviços Digitais SA),Digital Place - Comunicações e Serviços Digitais SA,Retail Value RSP excl Sales Tax,EUR million,55.7,21.2,-,-,-
Portugal,Non-Grocery Retailers,The Phone House (Dixons Carphone Plc),Dixons Carphone Plc,Retail Value RSP excl Sales Tax,EUR million,-,-,-,-,-
Portugal,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,EUR million,14259,12668.3,13836.6,16134.2,17118.5
Portugal,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,EUR million,21150,18560.4,20093.5,23641,25150.6
Portugal,Appliances and Electronics Specialists,The Phone House (Digital Place - Comunicações e Serviços Digitais SA),Digital Place - Comunicações e Serviços Digitais SA,Retail Value RSP excl Sales Tax,EUR million,55.7,21.2,-,-,-
Portugal,Appliances and Electronics Specialists,The Phone House (Dixons Carphone Plc),Dixons Carphone Plc,Retail Value RSP excl Sales Tax,EUR million,-,-,-,-,-
